algorithm,nodes_count,active_nodes,failed_nodes,packet_loss_probability,node_failure_probability,duration_ms,coverage_active_pct,coverage_total_pct,messages_sent,packets_lost,failed_deliveries,duplicates,rounds,p95_delivery_ms,scenario,repeat
Single Cast,200,160,40,0.3,0.2,3.527768,69.375,55.5,199,49,40,0,1,3.0433443037836367,"S3: потеря 30%, отказ 20%",5
Single Cast,200,160,40,0.3,0.2,3.517518,66.875,53.5,199,53,40,0,1,3.0650488695121236,"S3: потеря 30%, отказ 20%",6
Single Cast,200,160,40,0.3,0.2,3.294014,70.0,56.0,199,48,40,0,1,3.060640288573446,"S3: потеря 30%, отказ 20%",7
Single Cast,200,160,40,0.3,0.2,3.439575,66.25,53.0,199,54,40,0,1,3.240294171173124,"S3: потеря 30%, отказ 20%",8
Single Cast,200,160,40,0.3,0.2,3.506521,65.625,52.5,199,55,40,0,1,3.106408339972033,"S3: потеря 30%, отказ 20%",9
Single Cast,200,160,40,0.3,0.2,3.398754,71.25,57.0,199,46,40,0,1,3.1137239107425603,"S3: потеря 30%, отказ 20%",10
Hierarchical Multicast,200,160,40,0.3,0.2,3.483107,45.625,36.5,142,38,32,0,2,3.455295608405286,"S3: потеря 30%, отказ 20%",1
Hierarchical Multicast,200,160,40,0.3,0.2,3.714511,36.875,29.5,105,26,21,0,2,3.5793858978362696,"S3: потеря 30%, отказ 20%",2
Hierarchical Multicast,200,160,40,0.3,0.2,3.9802,27.5,22.0,86,23,20,0,2,3.7839611717103603,"S3: потеря 30%, отказ 20%",3
Hierarchical Multicast,200,160,40,0.3,0.2,3.872959,32.5,26.0,86,18,17,0,2,3.600570204210766,"S3: потеря 30%, отказ 20%",4
Hierarchical Multicast,200,160,40,0.3,0.2,3.992918,31.25,25.0,86,19,18,0,2,3.7594283796607386,"S3: потеря 30%, отказ 20%",5
Hierarchical Multicast,200,160,40,0.3,0.2,3.722841,44.375,35.5,123,31,22,0,2,3.665011318509747,"S3: потеря 30%, отказ 20%",6
Hierarchical Multicast,200,160,40,0.3,0.2,3.850665,51.25,41.0,142,31,30,0,2,3.5309090714955462,"S3: потеря 30%, отказ 20%",7
Hierarchical Multicast,200,160,40,0.3,0.2,3.419862,28.125,22.5,86,26,16,0,2,3.2464925790444177,"S3: потеря 30%, отказ 20%",8
Hierarchical Multicast,200,160,40,0.3,0.2,3.288296,27.5,22.0,86,22,21,0,2,3.1133423960837847,"S3: потеря 30%, отказ 20%",9
Hierarchical Multicast,200,160,40,0.3,0.2,3.284138,48.75,39.0,124,28,19,0,2,3.022662207803853,"S3: потеря 30%, отказ 20%",10
Broadcast Flooding,200,160,40,0.3,0.2,2.78663,100.0,80.0,31681,7654,6400,17468,160,2.5657750510659056,"S3: потеря 30%, отказ 20%",1
Broadcast Flooding,200,160,40,0.3,0.2,2.912394,100.0,80.0,31681,7630,6400,17492,160,2.6270354864252328,"S3: потеря 30%, отказ 20%",2
Broadcast Flooding,200,160,40,0.3,0.2,2.798726,100.0,80.0,31681,7598,6400,17524,160,2.4538592975608564,"S3: потеря 30%, отказ 20%",3
Broadcast Flooding,200,160,40,0.3,0.2,2.812723,100.0,80.0,31681,7574,6400,17548,160,2.5982797424237445,"S3: потеря 30%, отказ 20%",4
Broadcast Flooding,200,160,40,0.3,0.2,2.803008,100.0,80.0,31681,7722,6400,17400,160,2.6209510564568346,"S3: потеря 30%, отказ 20%",5
Broadcast Flooding,200,160,40,0.3,0.2,2.925029,100.0,80.0,31681,7622,6400,17500,160,2.6766390984736477,"S3: потеря 30%, отказ 20%",6
Broadcast Flooding,200,160,40,0.3,0.2,2.836217,100.0,80.0,31681,7725,6400,17397,160,2.5266679816032895,"S3: потеря 30%, отказ 20%",7
Broadcast Flooding,200,160,40,0.3,0.2,2.73173,100.0,80.0,31681,7579,6400,17543,160,2.5105196440815183,"S3: потеря 30%, отказ 20%",8
Broadcast Flooding,200,160,40,0.3,0.2,2.787705,100.0,80.0,31681,7497,6400,17625,160,2.60494594755624,"S3: потеря 30%, отказ 20%",9
Broadcast Flooding,200,160,40,0.3,0.2,2.70406,100.0,80.0,31681,7513,6400,17609,160,2.5369866447914693,"S3: потеря 30%, отказ 20%",10
Gossip Push,200,160,40,0.3,0.2,45.0,100.0,80.0,1917,452,407,899,9,36.74376093006821,"S3: потеря 30%, отказ 20%",1
Gossip Push,200,160,40,0.3,0.2,40.0,100.0,80.0,1242,296,237,550,8,36.90927372384569,"S3: потеря 30%, отказ 20%",2
Gossip Push,200,160,40,0.3,0.2,45.0,100.0,80.0,1650,395,341,755,9,41.33413877047561,"S3: потеря 30%, отказ 20%",3
Gossip Push,200,160,40,0.3,0.2,40.0,100.0,80.0,1353,295,268,631,8,36.60596972160782,"S3: потеря 30%, отказ 20%",4
Gossip Push,200,160,40,0.3,0.2,45.0,100.0,80.0,1854,440,367,888,9,36.95559284221231,"S3: потеря 30%, отказ 20%",5
Gossip Push,200,160,40,0.3,0.2,45.0,100.0,80.0,1713,408,350,796,9,40.78112335938991,"S3: потеря 30%, отказ 20%",6
Gossip Push,200,160,40,0.3,0.2,50.0,100.0,80.0,2406,572,513,1162,10,36.297605671388965,"S3: потеря 30%, отказ 20%",7
Gossip Push,200,160,40,0.3,0.2,40.0,100.0,80.0,1296,309,251,577,8,36.90100891260127,"S3: потеря 30%, отказ 20%",8
Gossip Push,200,160,40,0.3,0.2,45.0,100.0,80.0,1554,365,322,708,9,41.455922998089996,"S3: потеря 30%, отказ 20%",9
Gossip Push,200,160,40,0.3,0.2,50.0,100.0,80.0,1914,468,386,901,10,41.654367029670816,"S3: потеря 30%, отказ 20%",10
Adaptive Gossip Push-Pull,200,160,40,0.3,0.2,35.0,100.0,80.0,5020,1514,0,0,7,26.85317357045223,"S3: потеря 30%, отказ 20%",1
Adaptive Gossip Push-Pull,200,160,40,0.3,0.2,35.0,100.0,80.0,5009,1488,0,0,7,26.892242138161162,"S3: потеря 30%, отказ 20%",2
Adaptive Gossip Push-Pull,200,160,40,0.3,0.2,25.0,100.0,80.0,4382,1301,0,0,5,21.25204460059063,"S3: потеря 30%, отказ 20%",3
Adaptive Gossip Push-Pull,200,160,40,0.3,0.2,35.0,100.0,80.0,5032,1496,0,0,7,30.607676694047083,"S3: потеря 30%, отказ 20%",4
Adaptive Gossip Push-Pull,200,160,40,0.3,0.2,35.0,100.0,80.0,5671,1679,0,0,7,26.92941301174726,"S3: потеря 30%, отказ 20%",5
Adaptive Gossip Push-Pull,200,160,40,0.3,0.2,30.0,100.0,80.0,5036,1507,0,0,6,21.514346032338153,"S3: потеря 30%, отказ 20%",6
Adaptive Gossip Push-Pull,200,160,40,0.3,0.2,45.0,100.0,80.0,6623,1996,0,0,9,26.961488314169486,"S3: потеря 30%, отказ 20%",7
Adaptive Gossip Push-Pull,200,160,40,0.3,0.2,40.0,100.0,80.0,6293,1909,0,0,8,26.621304145249784,"S3: потеря 30%, отказ 20%",8
Adaptive Gossip Push-Pull,200,160,40,0.3,0.2,30.0,100.0,80.0,5035,1468,0,0,6,21.87686987821931,"S3: потеря 30%, отказ 20%",9
Adaptive Gossip Push-Pull,200,160,40,0.3,0.2,35.0,100.0,80.0,5024,1567,0,0,7,26.6979572282938,"S3: потеря 30%, отказ 20%",10
Hybrid Multicast-Gossip,200,160,40,0.3,0.2,28.483107,100.0,80.0,1402,327,297,619,7,20.346829734844203,"S3: потеря 30%, отказ 20%",1
Hybrid Multicast-Gossip,200,160,40,0.3,0.2,38.714511,100.0,80.0,1895,469,371,896,9,25.632890373931904,"S3: потеря 30%, отказ 20%",2
Hybrid Multicast-Gossip,200,160,40,0.3,0.2,33.9802,100.0,80.0,1478,348,296,675,8,25.214394884025282,"S3: потеря 30%, отказ 20%",3
Hybrid Multicast-Gossip,200,160,40,0.3,0.2,38.872959,100.0,80.0,1808,421,366,862,9,25.85039485082136,"S3: потеря 30%, отказ 20%",4
Hybrid Multicast-Gossip,200,160,40,0.3,0.2,43.992918,100.0,80.0,2124,491,465,1009,10,29.87418210620986,"S3: потеря 30%, отказ 20%",5
Hybrid Multicast-Gossip,200,160,40,0.3,0.2,38.722841,100.0,80.0,2011,488,386,978,9,20.45351192740152,"S3: потеря 30%, отказ 20%",6
Hybrid Multicast-Gossip,200,160,40,0.3,0.2,48.850665,100.0,80.0,2686,633,562,1332,11,25.001419145724615,"S3: потеря 30%, отказ 20%",7
Hybrid Multicast-Gossip,200,160,40,0.3,0.2,33.419862,100.0,80.0,1446,365,294,628,8,24.976954607932196,"S3: потеря 30%, отказ 20%",8
Hybrid Multicast-Gossip,200,160,40,0.3,0.2,28.288296,100.0,80.0,1130,284,218,469,7,24.899640355582783,"S3: потеря 30%, отказ 20%",9
Hybrid Multicast-Gossip,200,160,40,0.3,0.2,33.284138,100.0,80.0,1728,414,342,813,8,24.037881437575148,"S3: потеря 30%, отказ 20%",10
